@image,Date,Work Title,Cat.,width,height,materials,Ownership,Price,Column2
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\a-04.jpg,1962,River Barge,O,36,24,Oil on Board,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\a-08.jpg,1962,Thames Bridge Fantasy ,O,48,36,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\h-15.jpg,1963,Split Rocks,C,36,32,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\i-35.jpg,1964,Moon Diptych,O,32,21,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\i-37.jpg,1964,Sea Wall,C,36,24,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\j-03.jpg,1965,Harbour Painting No.2,C,24,36,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\j-05.jpg,1965,Harbour Painting No.4,C,36,24,Oil on Board,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\j-12.jpg,1965,Harbour Painting Mevagissey,C,36,24,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\j-16.jpg,1965,Tregardock Beach,C,48,30,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\j-17.jpg,1966,South Cornish Coast,C,36,48,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\j-18.jpg,1966,Celtic Wheel,O,36,48,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\j-19.jpg,1966,Cornish Wheel,O,36,30,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\k-04.jpg,1966,Harbour Painting No.15,C,36,24,Acrylic on board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\k-35.jpg,1966,Perbargus Cove No.2,C,36,24,Acrylic on board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\k-36.jpg,1966,Perbargus Cove No.5,C,36,24,Acrylic on board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\k-37.jpg,1966,Perbargus Cove No.4,C,36,24,Acrylic on board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\k-38.jpg,1966,Cliff Path,O,27,13,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\k-46.jpg,1966,Causeway,C,,,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\k-47.jpg,1966,Harbour Painting,C,16,12,Acrylic on Board,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\k-12.jpg,1967,Blue Flash,O,48,42,Acrylic on board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\k-15.jpg,1967,Kick,O,24,36,Acrylic on board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\k-16.jpg,1967,"Dancers, Fonteyn and Nuri (Nureyev)",O,48,36,Acrylic on board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\k-21.jpg,1967,Red Cell,O,36,24,Acrylic on board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\k-23a.jpg,1967,Green Giantess,O,19,25,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\k-29.jpg,1967,Dozmary Pool No.1,M,24,30,Acrylic on board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\k-30.jpg,1967,Dozmary Pool No.2,M,24,18,Acrylic on board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\k-39b.jpg,1968,Track Through the Wood,O,17.5,24,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\k-40a.jpg,1968,Hidden Valley,O,25,19,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\k-40b.jpg,1968,Llano Estacado,O,27,13,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\k-41.jpg,1968,Headland,O,20,16,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\k-42.jpg,1968,Sun,O,14,17,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\k-43.jpg,1968,Gorran Landscape,O,21,14,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\k-44.jpg,1968,Models Resting,O,18,24,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\k-45.jpg,1968,Reclining Landscape,O,24,18,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\k-39a.jpg,1969,Bodmin Moor,M,28.5,12,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\l-02.jpg,1969,Wave Painting No.2,C,22,14,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\l-03.jpg,1969,Wave Painting No.3,C,19,25,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\l-04.jpg,1969,Wave No.5 - Sunrise Portholland,C,24.5,17.5,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\l-05.jpg,1969,Wave Painting,C,,,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\l-06.jpg,1969,Storm Waves,C,25,14,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\l-08.jpg,1969,Wave Painting No.6,C,27,15,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\l-09.jpg,1969,Small Wave,C,10,8,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\l-11.jpg,1969,Wave Painting No.8,C,33,22,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\l-12.jpg,1969,Wave Painting No. 9,C,12,14,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\l-14.jpg,1969,Morning Star,C,24,19,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\m-00.jpg,1970,Black Barn Chilterns,O,18.5,22,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\m-03.jpg,1970,Chiltern Hills No.1,M,19.5,17.5,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\m-08.jpg,1970,North Downs,M,16,12,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\m-10.jpg,1970,Egyptology,O,29,22,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\m-11.jpg,1970,Small Water No.1,M,49,38,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\m-12.jpg,1970,Small Water No.2,M,26,36,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\m-15.jpg,1970,Chiltern Hills No.2,M,22,19,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\m-16.jpg,1970,Portrait Poem No.1,O,16,13,Mixed Media - Acrylic & Wood,Artist's Collection,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\m-18.jpg,1970,Small Water No.3,M,32,22,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\m-01.jpg,1971,Dream Machine No.1,O,21,17.5,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\m-04.jpg,1971,Dream Machine No.2,O,26,36,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\m-05.jpg,1971,Chilterns,O,,,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\m-06.jpg,1971,Dream Machine No.3,O,14,12,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\m-07.jpg,1971,Chiltern Sun,O,16,12,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\m-09.jpg,1971,Dream Landscape,O,18,20,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\m-17.jpg,1971,Portrait Poem No.2,O,36,48,Acrylic on Canvas,Artist's Collection,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_72-05.jpg,1972,Blencathra No.5,M,24,18,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_72-06.jpg,1972,Blencathra No.6,M,24,18,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_72-08.jpg,1972,Galloway No.1,C,24,24,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_72-10.jpg,1972,Galloway No.3,C,36,30,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_73-01.jpg,1973,Snowline No.1,M,18,14.5,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_73-07.jpg,1973,Sea Form No.4,C,36,24,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_73-08.jpg,1973,Sea Form No.5,C,42,36,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_73-09.jpg,1973,Sea Moon,C,36,30,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_73-10.jpg,1973,Swindale Force No.1,M,31,33,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_73-13.jpg,1973,Swindale Force No.4,M,20,20,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_73-19.jpg,1973,Corsewall Point No.1,C,32,38.5,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_73-20.jpg,1973,St Ninian's Cave,C,42.5,36.5,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_73-21.jpg,1973,Mountain Pass,M,12,14,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_74-02.jpg,1974,Crossfell Snowline,M,44,34,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_74-04.jpg,1974,Haweswater,M,31,27,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_74-05.jpg,1974,Corsewall Point No.2,C,25.5,20,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_74-06.jpg,1974,Needle's Eye,C,42,32,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_74-08.jpg,1974,Lindisfarne Holy Rocks,C,36,26,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_74-09.jpg,1974,Beck Falls No.1,M,27.5,29,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_74-13.jpg,1974,Silverband Mine No.2,M,50,36,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_74-15.jpg,1974,Lake Head,M,33.5,32,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_74-16.jpg,1974,Snowfield No.1,M,46,36,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_74-17.jpg,1974,Snowfield No.2,M,37.5,27.5,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_75-05.jpg,1975,Blue Wave,C,29,41,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_75-06.jpg,1975,Homage to Jobby,O,27,41,Acrylic on Canvas,Artist's Collection,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_75-07.jpg,1975,Rock Reflection No.1,C,39,45,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_75-12.jpg,1975,Sleeping Rocks,C,18,22,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_75-15.jpg,1975,Driftwood No.1,C,36.5,43.5,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_75-16.jpg,1975,Driftwood No.2,C,23,37,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_75-17.jpg,1975,Driftwood No.3,C,18,22,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_75-18.jpg,1975,Rock Arch,C,27.5,29.5,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_75-19.jpg,1975,Mersey Dock No.1,O,25.5,22,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_75-20.jpg,1975,Mersey Dock No.2,O,33,36,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_75-21.jpg,1975,Mersey Dock No.3,C,20,16,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_76-01.jpg,1976,Eagle Isle  No.1,M,40,51.5,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_76-02.jpg,1976,Eagle Isle  No.2,M,51.5,39,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_76-04.jpg,1976,Tarn Rocks No.2,M,26,36,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_76-06.jpg,1976,Durdle Door ,C,35.5,25.5,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_76-08.jpg,1976,Drumbreddan Bay No.1,C,12.5,17.5,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_76-09.jpg,1976,Drumbreddan Bay No.2,C,17.5,21,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_76-11.jpg,1976,Drumbreddan Bay No.4,C,37,48,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_76-12.jpg,1976,Hardknott Fort,M,37,32.5,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_76-13.jpg,1976,"Druid Circle, Castlerigg",M,36,42,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_76-20.jpg,1976,Measand Beck,M,24,32,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_76-22.jpg,1976,Sunset 76 No.2,C,32,42,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_77-01.jpg,1977,Lake Shore Winter,M,36,29,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_77-02.jpg,1977,Solway Sands,C,48,36,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_77-06.jpg,1977,Dubmill Point No.2 ,C,22,20,Acrylic on Canvas,Artist's Collection,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_77-07.jpg,1977,Dunskey Beach No.1,C,26,36,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_77-09.jpg,1977,Dunskey Beach No.3,C,32,42,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_77-11.jpg,1977,Beach on the Mull of Galloway,C,43,32,Acrylic on Canvas,Artist's Collection,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_78-01.jpg,1978,Winter on Whale Moor No.1,M,36.5,36.5,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_78-02.jpg,1978,Winter on Whale Moor No.2,M,31,23.5,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_78-03.jpg,1978,Heughs of Laggan,C,31,23.5,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_78-05.jpg,1978,Balcary Beach No.2,C,22,17.5,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_78-06.jpg,1978,"Blue Rock, Castle Point",C,31,23.5,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_78-08.jpg,1978,Mussel Shell Mausoleum,C,36.5,46.5,Acrylic on Canvas,Artist's Collection,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_78-10.jpg,1978,Rough Island,C,31,23.5,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_79-01.jpg,1979,Barcloy Beach No.1,C,22,35,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_79-02.jpg,1979,Galloway Suite No.1,C,27,39,Acrylic on Canvas,Artist's Collection,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_79-03.jpg,1979,Barcloy Beach No.2,C,22,33,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_79-06.jpg,1979,Galloway Suite No.2,C,35,45,Acrylic on Canvas,Artist's Collection,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_79-09.jpg,1979,Galloway Suite No.5,C,27,34,Acrylic on Canvas,Artist's Collection,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_79-10.jpg,1979,Rock Pool,C,31,41,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_79-12.jpg,1979,Low Tide,C,12,17,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_79-13.jpg,1979,Hebridean Storm,C,12,17,Acrylic on Canvas,Artist's Collection,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_79-15.jpg,1979,Hebridean Islands,C,31,41,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_79-17.jpg,1979,Hebridean Dawn,C,25,32,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_79-18.jpg,1979,Rough Firth,C,24,28,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_97-09.jpg,1979,Small Water Crags,M,14,12,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_80-01.jpg,1980,Paps of Jura from Kintyre,C,30.5,31,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_80-02.jpg,1980,Garvellachs Islands,C,33,37,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_80-03.jpg,1980,"Kilbrannan Sound, Kintyre",C,24,31.75,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_80-04.jpg,1980,Ailsa Craig,C,23,28,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_80-05.jpg,1980,Arran from Kintyre,C,28,32,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_80-06.jpg,1980,Grisedale,M,32,42,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_80-07.jpg,1980,Mountain Tarn,M,24,31,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_80-08.jpg,1980,High Street Summit,M,21,24,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_81-01.jpg,1981,Aira Beck No.1,M,40,32,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_81-02.jpg,1981,Nan Bield,M,32,42,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_81-03.jpg,1981,Aira Beck No.2,M,25,25,Oil on canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_81-05.jpg,1981,Distant Helvellyn,M,14,21,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_81-08.jpg,1981,Figures in a Room,O,17,12,Oil on Canvas,Available,,.jpg
