@image,Date,Work Title,Cat.,width,height,materials,Ownership,Price,Column2
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_99-20.jpg,1999,Fishermen No.2,C,7,10,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_99-21.jpg,1999,Fishermen No.3,C,11.5,14,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_99-22.jpg,1999,Via Vecchia Fiesolana the top,O,,,,,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_00-01.jpg,2000,Totem,S,,,Oak,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_00-02.jpg,2000,Shepherd,S,,,Lazonby Sandstone,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_00-04.jpg,2000,Cannon,S,,,Beech,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_00-05.jpg,2000,Family,S,,,Oak,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_00-07.jpg,2000,Omaggio alla vagina,S,,,Oak,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_00-08.jpg,2000,Lunar Eclipse,M,12,14,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_00-09.jpg,2000,Solar Eclipse No.2,M,24,30,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_00-10.jpg,2000,Flight,S,,,Beech,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_01-03.jpg,2001,Homage to Hepworth,S,,,Beech,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_01-04.jpg,2001,Whale Moor Marble,S,,,Marble,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_01-05.jpg,2001,Together,S,,,Lazonby Sandstone,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_01-06.jpg,2001,Cattle Fire,O,10,12,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_01-07.jpg,2001,Floral Explosion No.1,O,8,9,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_01-08.jpg,2001,Floral Explosion No.2,O,10,12.5,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_02-01.jpg,2002,Fordingdale Force,M,24,30,Oil on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_02-03.jpg,2002,Tarn Rocks,M,10,12,Oil on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_02-05.jpg,2002,Crinkle Crags No.1,M,24,30,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_02-06.jpg,2002,Crinkle Crags No.2,M,36,28,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_02-07.jpg,2002,Mother and Child,S,,,Greengage and Beech,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_02-08.jpg,2002,Angel of Whale Moor,S,,,Beech,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_02-10.jpg,2002,Collar,S,,,Beech,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_02-10-3.jpg,2002,Collar - Reverse Face,S,,,Beech,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_02-12.jpg,2002,Smoker,S,,,Rose,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_03-02.jpg,2003,Loadpot,M,10,12,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_03-03.jpg,2003,Limestone Pavement,M,14,12,Oil on Board with Painted Wooden Sculpture,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_03-04.jpg,2003,Bower,M,14,12,Oil on Canvas with Beach Sculpture and Sculpture,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_03-05.jpg,2003,Red Cliff,M,30,40,Oil on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_03-06.jpg,2003,Warrior,S,,,Oak,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_03-09.jpg,2003,Balance,S,,,Shap Granite,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_03-10.jpg,2003,Curl,S,,,Shap Granite,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_03-11.jpg,2003,Sickle,S,,,Beech,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_03-13.jpg,2003,Bunker Buster No.1,O,36,28,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_03-14.jpg,2003,Bunker Buster No.2 (Give Peace a Chance),O,36,28,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_03-15.jpg,2003,Suffer the Little Children,O,24,30,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_04-01.jpg,2004,Homage to Brancusi,S,,,Limestone,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_04-03.jpg,2004,Homage to Michelangelo,S,,,Carrara Marble,Artist's Collection,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_04-04.jpg,2004,Scar Surfer,M,12,9,Oil on Board with Spanish Chestnut Surfer,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_04-05.jpg,2004,Scar 'Strange Glow',M,18,24,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_04-06.jpg,2004,Norfolk Trapped Flints Sunrise,C,16,20,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_04-07.jpg,2004,Keepers of the Stone,S,,,Limestone on Carrara Marble Base,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_04-08.jpg,2004,Needles Lighthouse,C,14,12,Oil on Board with Painted Beech Sculpture & Frame,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_04-09.jpg,2004,Needles,C,36,29,Oil on Canvas with Painted Beech Sculpture & Pine Frame,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_04-10.jpg,2004,Guardian,S,,,Black Limestone,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_04-11.jpg,2004,Measand Falls,M,24,18,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_04-12.jpg,2004,Poppy,O,12,14,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_04-13.jpg,2004,Pansy Family Members,O,12,14,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_04-14.jpg,2004,Floral Explosion No.4,O,16,20,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_04-15.jpg,2004,Lupins No.1,O,18,24,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_04-16.jpg,2004,Lupins No.2,O,18,24,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_04-17.jpg,2004,London Bridge Magenta,O,16,20,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_04-18.jpg,2004,Where Eagles Dare,M,16,20,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_04-19.jpg,2004,Nolfolk Groyne Flint,C,24,30,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_04-20.jpg,2004,Zen Kendo' Buddah,S,,,Shap Granite,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_05-01.jpg,2005,Scar with Gold Lava,M,30,24,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_05-02.jpg,2005,Solway Sunset,C,16,20,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_05-03.jpg,2005,Sharp Decent,M,10,12,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_05-04.jpg,2005,Rough Crag,M,8,8,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_05-05.jpg,2005,Now We Have Come to the Naming of Parts,M,,,Hawthorne,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_05-06.jpg,2005,Wood Woman,S,,,Oak,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_05-07.jpg,2005,"Naze, steam Rising",C,14,12,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_05-08.jpg,2005,"Naze, Low Tide",C,14,12,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_05-09.jpg,2005,"Naze, Sunrise",C,12,10,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_05-11.jpg,2005,"Naze, North End No.2",C,12,10,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_05-12.jpg,2005,The Island 'Diving Rock',O,36,28,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_05-13.jpg,2005,The Island 'Lookout Rock',O,36,28,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_05-14.jpg,2005,Helm Pike - The Way Home,M,24,30,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_06-02.jpg,2006,Scar Gold Light,M,14,16,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_06-03.jpg,2006,Loadpot from the Scar,M,8,8.5,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_06-04.jpg,2006,Allonby,C,10,12,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_06-05.jpg,2006,High Places,M,14,12,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_06-06.jpg,2006,Gollum,S,,,Bog Ash,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_06-07.jpg,2006,St Ninian's Cave,S,,,Dumfries Granite ,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_06-10.jpg,2006,Early Snow Line,M,20,16,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_06-11.jpg,2006,Scar Deep Hole,M,10,12,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_07-01.jpg,2007,Coniston Low Water,M,36,28,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_07-02.jpg,2007,Coniston Looking Down,M,30,24,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_07-03.jpg,2007,Coniston The Way Ahead,M,24,30,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_07-04.jpg,2007,Storm Chasing,M,16,22,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_07-06.jpg,2007,Nestled,S,,,Carrara Marble,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_07-07.jpg,2007,Sandwood Bay No.1,C,14,12,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_07-08.jpg,2007,Sandwood Bay No.2,C,14,12,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_08-01.jpg,2008,Quiraing 'The Prison',M,23,28,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_08-02.jpg,2008,Quiraing 'Looking Down',M,20,16,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_08-03.jpg,2008,Crib Goch,S,,,Jasper,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_08-04.jpg,2008,Sisyphus,S,,,Jasper,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_08-05.jpg,2008,Entwined,S,,,Jasper,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_08-06.jpg,2008,Hermit Crab,S,,,Quarzite,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_08-07.jpg,2008,Seal Pup,S,,,Llyn Marble and Jasper,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_08-08.jpg,2008,Uruk-hai,S,,,Bog Ash,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_08-09.jpg,2009,Sphinx,S,,,Aberdeen Granite,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_09-01.jpg,2009,Muse,S,,,Oak,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_09-03.jpg,2009,Blow Hole No.1,C,30,24,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_09-04.jpg,2009,Llyn Low Water,C,24,30,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_09-05.jpg,2009,Blow Hole No.2,C,23,28,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_09-06.jpg,2009,Seahorse,C,28,36,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_09-07.jpg,2009,Marble and Jasper,C,14,12,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_10-01.jpg,2010,Rock Arch,C,40,30,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_10-02.jpg,2010,Wipe Out,C,24,30,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_10-03.jpg,2010,Balanced Granite,S,,,Cree Town Granite,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_10-04.jpg,2010,Cave Fire Light (Digital),M,,,Digital File,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\photo_11-01.jpg,2011,Liddle Portrait,,,,&#169; Julia McIntosh Photography,,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_11-01.jpg,2011,"Runswick, Siderite Nodules No.1",C,24,20,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_11-02.jpg,2011,"Runswick, Siderite Nodules No.2",C,22,16,Acrylic on Paper,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_12-01.jpg,2012,Magenta Dawn,C,24,30,Acrylic on Canvas,Artist's Collection,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_12-02.jpg,2012,Portholland Beach,C,30,24,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_12-03.jpg,2012,Portholland No.5 ,C,7.5,5.5,Oil on Paper,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_12-04.jpg,2012,Cliff Path No.1,C,5.5,7.5,Oil on Paper,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_12-05.jpg,2012,Cliff Path No.2,C,7.5,5.5,Oil on Paper,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_13-02.jpg,2013,Lacy Caves 'Which Way Now',M,16,23,Acrylic on Acid-Free Paper,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_13-03.jpg,2013,Lacy Caves 'Apparition',M,23,16,Acrylic on Acid-Free Paper,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_13-04.jpg,2013,Sandstone Slabs Maryport No1,C,30,24,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_13-05.jpg,2013,Sandstone Slabs Maryport No2,C,30,24,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_14-01.jpg,2014,Sunset Kippford,C,24,30,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_14-02.jpg,2014,Shell Beach Kippford No1,C,30,24,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_14-03.jpg,2014,Shell Beach Kippford No2,C,22.5,16,Acrylic on Paper,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_14-04.jpg,2014,Runswick 2014,C,22.5,16,Acrylic on Paper,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_14-05.jpg,2014,"Runswick, Iron Man",C,30,21,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_14-06.jpg,2014,The Greeb No1,C,20,24,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_14-07.jpg,2014,The Greeb No2,C,24,30,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_14-08.jpg,2014,The Greeb No3,C,20,24,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_14-09.jpg,2014,Dawn Wave Portholland,C,20,16,Acrylic on Linen,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_14-10.jpg,2014,Rock Reflection Ullswater,M,24,30,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_15-01.jpg,2015,Beck Falls,M,24,30,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_15-02.jpg,2015,The Maiden Rock,M,28,36,Acrylic on Linen,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_15-03.jpg,2015,Dog Rock,M,28,36,Acrylic on Linen,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_15-04.jpg,2015,Eye of the Storm,C,24,30,Oil on Linen,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_15-05.jpg,2015,Good Surf,C,12,8,Oil on Paper,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_15-06.jpg,2015,On the Beach,C,12,8,Oil on Paper,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_15-07.jpg,2015,Perbargus,C,9.25,11,Oil on Paper,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_15-08.jpg,2015,Washing Machine,C,9.25,11,Oil on Paper,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_15-09.jpg,2015,Splash,C,8,12,Oil on Paper,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_15-10.jpg,2015,Storm,C,12,8,Oil on Paper,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_15-11.jpg,2015,Dawn Wave,C,8,12,Oil on Paper,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_16-01.jpg,2016,Into The Seed Wave,C,30,24,Oil on Linen,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_16-02.jpg,2016,Luna Eclipse Portholland,C,28,36,Acrylic on Linen,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_16-03.jpg,2016,Dawn Light Portholland,C,28,36,Acrylic on Linen,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_16-04.jpg,2016,Backwash,C,24,30,Acrylic on Linen,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_16-05.jpg,2016,Seaweed Wave,C,11,8,Oil on Paper,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_16-06.jpg,2016,Weed Wave,C,8,11,Oil on Paper,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_16-07.jpg,2016,Gull Rock Dawn,C,8,11,Oil on Paper,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_16-08.jpg,2016,Eclipse,C,8,11,Oil on Paper,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_16-09.jpg,2016,Gull Rock Sunset,C,8,11,Oil on Paper,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_16-10.jpg,2016,After the Storm,C,11,8,Oil on Paper,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_16-11.jpg,2016,Backwash,C,8,11,Oil on Paper,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_16-12.jpg,2016,Spurt,C,8,11,Oil on Paper,Available,,.jpg
